погост 	65 	54 	кижский помоздинский сельцо миусское вышгород даниловское бегишевском лопский силуяновку новодевичий могилка деревяницкий перынь иглеций хутор пашозерский поселок устюжине егорьеве зимовник пискаревское волково местилась анзерский охтинское домовище мошниково востряковское чертолье серафимовское деревнюшками новогостье хвостовское лесочек кадуйский лопского волдутов жальник дорогомиловское кладбище буевище каверзино бабушкинское троекуровское монастырь боженивка буйвище упокойников угор ваганьково монастырек куневический прутня белыничи
чемпионат 	36 	21 	соревнования фестиваль суперкубок гандболу турнир чемпион матч футболу конкурс полуфинал отборочный бейсболу авиамодельному сборной кубковый четвертьфинал сборная хоккею юниоров полуфинальный сборную
авария 	37 	32 	атомэнергетические энергосетях авиакатастрофа ошибка неприятность диверсия денеболой москваленстрое протечка ходынская рассинхронизация утечка дтп ружьери неисправность электросетях случилась произошла автомобильная аварийная автокатастрофа декомпрессия катастрофа поломка неполадка сажевом тримайл эксидент травма энергоподстанции огнегасителя автоавария
кино 	45 	32 	кинокомедия фильм кинцо анимэ телефильмов кинофильм эксплойтейшн кинокартины шилевича аэроград снимался кинотеатр режиссер кинематограф попкорновое киношница гэйети порно видео киноискусство широкоэкранный полнометражное телевидение телесериалах вайсмюллером театр киношку шоу двухсерийные двухсерийный многосерийное короткометражное
попкорн 	51 	44 	сперминт батончики мюслями гамбургер пиццу гранола киткат пепси арахисовый твикс сэндвичи фростиз бургеры корнфлекс мороженое чизкейк буррито соевый печенье пончики ананасовый пышечной бигмаки доритос блендер читос фалафель туинкиз блимпи принглс арахис ананасный принглз чипсы бейглы крекеры чизбургеры твинкис снэпл шоколад хотдог газировку обезжиренный хершис
опек 	63 	54 	газпромбанк нефть импортируемую тнк госкомпании снг компаний нефтепроизводителей экономик шакиб кувейт газпром оон вудской кцмск нефтяной энергоноситель нефтедобыча одкб фкс ямани магатэ оеэс саммите мбрр нефтеэкспортирующих нефтедобывающий экспортёр баррель угмк саудовский росукрэнерго нефтеэкспортеров энергоресурсов оик оксидентл среднемировых эмбраер цен еврокомиссия аижк мвф аинк сэв асеан фрс оэср госкомпаний юнидо еэс омно антииракской оапек нато
книга 	37 	30 	страница книжища трилогия брошюра переиздавалась рукопись издать многотомная сборник брошюрка пьеса тетрадочка монография двухтомная книжечка опубликованная переиздать написанная книжонка книжка рецензия библия страничная поэма автобиография репринтным книжица обложка нефия дневниковая
заключенный 	37 	21 	заключить зэк рапалльский расторгнутый тюремный арестант заключаемый тюремщик узник заключение осужденный надзиратель брикстонскую соганлик пахолегг политзаключенный даннемора кардиссе ландсбергской быховскую кампоформийский
психиатрия 	49 	41 	психопатология психотерапия нейробиология зоопсихология гомеопатия наркология психосоматика астрология наука сексопатология сексология эндокринология психиатр медицина психоанализ психофармакология этология психофизиология философия криминалистика психология астропсихиатрия психических неврология рефлексология социология нейропсихология танатология криминология патопсихология психозов расстройств иммунология трансперсональная невропатология геронтология диетология парапсихология теология педиатрия психоаналитическая
волшебник 	46 	34 	аронхон мудрец друид асазор шаман аспарах волшебство тролль заклинатель кальбрут шимахуз зорандер чародей реннат волшебный колдун некромант попуций маг заколдовал алхимик йоркис талиес преспешник гном журкей футынуты силийон зидвер хильдерон маминти гуррикап волшебница шарат
интернет 	42 	27 	фейсбук сайт скайп вконтакте инет веб сервер блог браузер юзнет хостинг экстранет провайдера интернетный сетевые чаты пользователей мультимедиа файлообменные яндекс онлайновый сервисы вебсайт интранет банкинг онлайн глобалнет
восстановление 	28 	24 	укрепление устранение возведение выправление обновление ослабление улучшение оздоровление установление уничтожение возобновление расширение упрочение поддержание частичное воссоздание восстанавливать разрушение реставрацию сохранение преобразование возрождение реформирование нормализацию
рассвет 	34 	23 	светлеть взошло брезжить лжесвет рассветный рассветало предутренний рассвести светать засерел восход четтан забрезжил сереть полдень утро бессолнечный меар предрассветный алатель заря сумерки закат
еда 	40 	34 	провизия закуска трапеза вкусный невкусный поесть жратва жрачка легкоусвояемая водка питье выпивка шамовка вкусно жареная доваренная кормежка картошка баранина суперпольза калорийная похлебка пицца переперченная пища крольчатина долгохранящаяся низкокалорийная пищи сытная малокалорийная малопитательная шаурма высококалорийная
объявление 	42 	26 	заметку предупреждение наклеить билборде объявленьице расклеить рекламное газета газетное заявление обьявление адвертайзере оповещавшее сообщение полностраничное рекламировать оповещение уведомление пояснение извещать вакансиях письмо вывешено воззвание извещение иссуйся
гипертония 	49 	42 	ишемический стенокардия аритмия гипертензия диабет колит нейроциркуляторная ревматоидный миокарда эндартериит пиелонефрит панкреатит эклампсия гипертонический ишемия бронхиальная дисциркуляторная глаукома язвенная артериосклероз тиреотоксикоз тахикардия вегетососудистая аденома гипотония эмфизема гломерулонефрит диспепсия ревмокардит холецистит атеросклероз дистония облитерирующий атопическая гипотоническая мерцательная гастроэнтероколит кардиосклероз астма гастроэнтерит миокардит почечная
кладбище 	50 	31 	хоронить могила подхоранивать погост похоронить дорогомиловское ваганьково новодевичье хиетаниеми похоронный новокунцевском пискаревский захоронение хайгетском дзасигатани охтинское востряковском серафимовское могилка востряковское серафимовском ваганьковский кунцевское троекуровский арлингтонском надгробие арлингтонское кладбищенской подхоранивают волковский введенское
напиток 	36 	30 	настой бренди ликёр пригубить чай коньяк пунш безалкогольный прохладительный грейпфрутовый шипучий вино сидр взвар крепкоалкогольный сок глинтвейн горячительный перебродивший коктейль портвейн лимонад кофе газированный свежезаваренный подслащенный слабоалкогольный пойло налиток отвар
тревога 	35 	29 	неотступающая злость досада обида незадействованному полудружеская озабоченность тревожный общесудовая смутная растерянность подавленность охватила нервозность замкомкор печаль настороженность паника грусть безотчетная спецкарман снедавшая злоба усталость тоска ошарашенность мучащая беспокойство неуверенность
маг 	40 	28 	друид эльф стихийник алиандр шаман гном магия вампир элементалист некромант магической чародей алхимик демонолог демон жрец готлон целитель колдун заклинание орк архимагистр артефактор архимага волшебник архимаг воин магистр
год 	45 	34 	лето ташриту невисокосные сентябрь первый годочек месяц апреле январь триместр полмесяца декабре тевет тебефе полгода полвека индиктион семестр неделя ежегодно территов осенью фаргелиона день загмук високосным картик час постатомной девятисотый фармути евильмеродах период ноевой
фильм 	34 	26 	сериал ужастик кино кинокартина документальный мюзикл режиссёр снимался телесериал клип спектакль многосерийный прокате порнофильм сценарий кинофильм блокбастер видеофильм мультфильм короткометражный телефильм трехсерийный полнометражный экранизация двухсерийный видеоклип
отход 	64 	58 	развертывание перегруппировку шимановице арабконакских переход эвакуацию высадку отъезд отрыв отступление фланговый продвижение переброску таволжанки контрмарш контрманевр ретираду северовирджинской армянску планомерный рохерат арьергардный вергилеевка наступление тафаншинские арьергардов малюны отвод уход чхончхонгану сбибе отходить анфидавиль маневр мышкову джедейду кателяя вестхофена матруха намбиндингу ворача ангераппе передислокацию бувину пилькаллена бабаново постепенный нюкюн вестхофен дымзавесой фланг путанга выдвижение юшуньскую прорыв отважников видавку деблокаду
организм 	49 	40 	метаболизировать гипнотоксины зашлаковывает циклонафлевинов обезвоживает пепсин мозг закислять желудок повреждающее гэемон пищеварительный гипнотоксинами кишечный иммунный зашлаковывая кишечник мотилина невыведенными кортизол хорионический нейротропное симбиот сердечнососудистая биосинтез токсин циметидина миокард разум тетаноспазмин интерферон метаболизм зашлакован омолаживающе гипнотоксин надпочечник эшемера зашлаковывается оздоравливается зашлакованный
фрейд 	55 	43 	гуссерль ницше дильтей айзенк неофрейдистов маслоу выготский фолькельт федерн психоаналитический бессознательного юнговский психоанализ ассаджиоли фрейдовской эдипов гегель блейлер шопенгауэр эдипова кьеркегор ранк ганеман фрейдовскую брейер анальностью фрейдизм вундт фрейдовская психоаналитик перлз фрейдовского штекель зигмунд эйнштейн неофрейдизм пансексуализма дюркгейм юнг крепелин лакан фрейдовский фрейдистов
сходство 	32 	24 	соответствие похожесть родство типологическое расхождение похожи сродство схожесть несоответствие несхожесть несовпадение различие портретное тождество сравнение поразительное несомненное несходство совпадение разительное схожий физиономическое своеобразие нореки
лечение 	54 	43 	симптоматическое подиатра лечиться амбулаторный лечить физиопроцедуры водолечение физиотерапия заболевания грязелечение исцеление хирургическое цистита кортизоном пиелонефрите прогревание рентгенотерапию противовоспалительная этиотропное антибиотикотерапию азидотимидином инфицирование бальнеологической физиотерапевтический дренирование рентгенологическое обследование стационаре дезинтоксикационная общеукрепляющую цигунтерапия протезирование излечение медикаментозное самолечение диагностирование диспансерное вылечить физиолечение обучение терапия гломерулонефритом гирудотерапию
спринт 	65 	49 	спринтер бег стайерский полдистанции анджена джиттербаг уимблдонский трехмильные слалом спринтерский лейкеров фольтрек триатлонов слаломный лэндсутор велогонки иннинг косг мотокросс спурт забег автокросс бобслей бегун отборочный бобслеистов беговая кубковый легкоатлетический марафонский мотобол финишный фристайл картинг фольтрэк дриблинг конькобежный крикетный полумарафона пятимильный велокросс спринтовать тинзелтаун гимновый грайпель марафон полуфинальный стометровку четырехминутный
полет 	37 	28 	легонье самолет полёт суборбитальный прыжок лететь приземление посадку летать парасоле перелет пилотируемый одномоторном облет рейс шкуроплана вылет вояж трансарктический парение прилет отлет запуск взлет двухвитковый подлет беспосадочный бросок
королева 	38 	30 	колдунья графиня вильхемина герцог король ашасса наваррская принцесса повелительница умиланта правительница изабелла эрцгерцогиня государыня царица величество анжуйская флорентийка регентша вдовствующая принц елизавета иоркская антуанетта екатерина сиропия императрица герцогиня маргарита глиана
индекс 	47 	36 	рассчитываемый ирчп индексировать трехзначный гликемический децильный коэффициент уровень высоконогости инсулинемического высчитывался изосуммарные среднегармонический весоростовые дефлятор цитируемости порядковый референтный ласпейреса вербуемости агрегированный показатель префикс ичр нельсена сбитости семизначный преформатированный рейтинг джадада лирмейкера ветрохолодовый имт херфиндаля костистости лирмейкер
расположение 	41 	32 	завоевать куспидами плацов мгинского поведение благоволение подвершинах состояние заискать залегание взаимное местоположение уважение взаимоположение месторасположение настроение расположить передислоцирование выявлявшемся доверие фотосхемам фааусешщ размещение благосклонность снискать дислокацию взаиморасположение благорасположение положение местонахождение фельдкорнетами лундборгу
урок 	32 	12 	экзамен преподать прогулянный вызубрившая сеанс препод учитель невыученный наглядный усвоен музыкантишке учительница
отмывание 	46 	38 	отмывка обналичка букмекерство наркобизнес невозврат офшорные зарабатывание мошенничество крышевание растранжиривание наркодолларами наркоторговлю наркоторговле наркодолларов вымогательство наркоторговли выколачивание бутлегерство подделывание разворовывание наркоторговля фальшивомонетничество перекачивании одалживание общаковых сверхдоходный наркодоллары рэкет лжепредпринимательство лоббирование выкачивание маклерство обналичивание отмываются отмыва наркоденьги госсредств наркоденег
торговля 	32 	24 	торговлишка торговать спекуляция монополия нефтедобыча контрабанда меновая мелкооптовая процветала торговцы перепродажа вывозная торговый работорговля москательными рынки коммерция товарами наркоторговля беспошлинная розничная оптовая контрабандная продажа
проблема 	30 	22 	заключается проблематика неразрешимая проблемка загвоздка тема решать беда разрешимый решить нерешенная насущная загадка трудноразрешимая дилемма закавыка ситуация задача принципе идея трудность причина
сообщение 	40 	33 	видеопослание шифрованное предложение объявление уведомляющее сообшение телетайпное предупреждение радиосообщение донесение продублированное радиодонесение послание кодированное видеописьмо сообщить поступить известие заявление риббентопа уведомление письмо текстовое оповещение отправленное видеосообщение собщение незашифрованное разведдонесение спецсообщение дешифрованное извещение расшифрованное
мини-футбол 	0 	0 	
число 	58 	51 	неподсчитанное трехзначное делитель личество шестизначное утраивалось превышало изосуммарные синодическом количество скьюза численность количест возрасло нестатусных минусуем значное возрасти утроилось беспосевных цифра иваньчуков превысило количесто учетверилось колличество овулирующих увеличилось двухзначное энерговыделение нецелому удвоилось семизначное двузначный двадцатизначное умноженного полусудебных возвещателей промколхозов среднесписочное списочное изосуммарных четное среднемесячное подразделенных пятизначное увеличивалось подмножество подсчитанных четырехзначное суммарное
масло 	48 	46 	шиповниковое светильное азуленовое термоустойчиво прокипяченное растительное гидрогенизированные топленое фритюрное нерафинированное килечное рапсовое репейное арахисовое подсолнечное прованское растопленное сливочное касторовое кунжутное кротоновое оливковое бергамотовое сезамовое майонез иссоповое спреа перетопленное яичный сыродавленные маргарин гераниевое сало сафлоровое вазелиновое авокадное каяпутовое гашенную ланолин ацидофильное селедочное молоко топленное кипяченое эвкалиптовое облепиховое
берег 	32 	25 	остров галечный река пристань причал отлогий пляж отмель пляжик пологий набережную обрывистый прибрежный мелководье склон бережок приглубый палубу скалистый сушу песчаный каменистый утес отмелый причалили
секс 	40 	28 	флирт шопах сексуальный сексуальность промискуитет интим аутоэротический перепих перепихон эротизм любояние пистолс свингерство мастурбация куннилингус петтинг вуайеризм оральный страпон лесбис каннилингус эпил садомазохизм шопом феллацию траханье трансвестизм оргазм
критерий 	60 	50 	стьюдента валидизация лучшесть метод критериальный репрезентативности абсолютизирую объективный дисперсионный фактор гершковитс джастификационистская верифицируемости постулат верифицируемый перформативности ситуационализм адаптационистский внутрисубъектный принцип психодиагностической узкоутилитарный мерило экстенсионал релевантен показатель солипсистская аспект фальсификационизм подтверждаемость априоризм верифицируемость аутосадомазохизм эталон предикат копенгагенизм клиентоцентрированный критериум метарассказа оптимальности факторное фальсифицируемости опровержимости пробабилизм внеидеологичность эмпирицизм транзитивности общезначимый ниданетственность истинностной
йена 	101 	99 	иена махашано пракаша кауффмана прайана селигмана джнананджана лока сэма перлса анселла буддхим ренука ньюэлла рокхилла джейка эпплтона джайанте авйайасйасйа джна гоуэйна сэмуэля хорэйса хиндза гэваллана гунан годуина фрэнка рафлза рона хайрэма найам стхитих дадами чайлда кена куона тимирандхасйа эша моханам кадогена картум джатани рендэла чанена стивена эрендейла эйсмана макдонелла бхиннам хааха стхапитам атманй сильвермана лофтона дэниэла пунас карматмакам чакшур алдена манушйешу уитмана билла кифнера прайантй пурушо хевитта стингаард уэкслера аджнана куллена чапаре алтона лаймена абхйарчйа кочрана дигана бентуорта скарлетта шалакайа сиддонса джозефуса даукер крийас ауэрштедт убхайор нишчитйа майкла унмилитам исхама мэтта дена бернда апнуйам ашешани дэвида пантхах балена гилдера
выставка 	43 	30 	выставочный фотовыставка экспозиция экспоцентре кесгрува либрукском акварелистов демонстрация бобуре фотосессия подборка синтетистов пластинатов экспонатов экспонироваться всхв фотоцентре презентация распродажа всепородная вернисаж коллекция спартакиада вечеринка конференция ярмарка галерея биеннале биоэстетики музее
раб 	48 	37 	евреянка рабыня состраты номенклатор надсмотрщик лампадарий прогневавший слуга отпущенник рабовладелец холоп евнух свободнорожденный вольноотпущенник узарсиф кырдро прилагаешься умбл бдяща невольник аввеец шукели мамлюк верновсеподданнейший опальник тлатлакотин всенижайший улусник крещается отников куньлуньский евреянку выкупившийся пленник воин галерник воззвавшего
созвездие 	48 	38 	змиедержец месхетиу ахернар волопаса бенетнаш ахернаром цефей мегрец спикой плеяда волосыни гиады данатон созведие кассиопею семизвездие эклиптикальное зодиакальное семизвездье аселли малопримечательно альнилам кассиопеи дуату незодиакальное толиман змиедержца эсхмун альферац медведицы ориона волосожары боотос шаровое созв змееносце сюаньюань кохаб
злоупотребление 	45 	24 	злоупотреблять чрезмерное табакизм злоупотребить высокоуглеводными неупотребление завладение употребление опиомания одурманивание бравирование недобросовестное неправосудие укрф отягчение пьянство манкирование гашишизм кокаинизм алкоголизмия запрещаемое немедицинское неумеренное психимических
дурдом 	51 	39 	дурку психбольница травмпункт психдом психушка психиатричка обезьянник вытрезвитель детдом медвытрезвитель лтп вытрезвиловку травмопункт наркодиспансер спецбольницу наркологичку санаторий кащенко психбригаду хоспис абортарий дисбат госпиталь сумасшедший чумовоз дурке псих кащенку детприемник бедлам обширяли психэкспертизу домзак интернат бомжатник канатчикову психдиспансер дурки психиатрическую
министерство 	34 	23 	правительство доработало федеральное министр вопиоб агентство разведуправление комплектовало финансов здравохранения комиссариат градоначальство фрэнсисберга иностранных адмиралтейство ведомство казначейство департамент юстиции недропользованию посольство наркомат полпредство
дисциплина 	38 	32 	спаянность разжаловались этика политработа профилирующая палочная организованность муштра организационная субординация вколоченная строевая муштровка строгий экзерциция обученность единоначалие строевщины самодисциплина беспрекословный дисциплинарная выучка роботообразная неукоснительная чиноподчинение артифицированном воинская дисциплинка игнорантистика аттека сколоченность дисциплинированность
марадона 	64 	61 	зизиньо кройфф граупера ювентус фабрегас палмейраса батистута кемпес фикшич бенфика ривалдо веллитон роналдо гизатуллин домингин гарринче роналдиньо марадону жаирзиньо мундиале симоха футболист авеланж амарилдо марадоны жирков кикбоксер сампдории сборной одноклубник гарринча марадонна хенто сарленга фрицрих чилаверт марадоне билардо каратила шталенков ривелино маркао криштиану дервалль зебец коринтианс беккенбауэр кавенаги загало торбинский цска какулия палмейрас зидан атлетико паррейра федун пеналь жильмар платини тостао
картофель 	39 	34 	цукини пассерованные отваренный белокочанную бобовые томат помидоры кольраби кабачки морковь краснокочанную репчатый картошка разваривайте шпинат фасоль нашинкованный баклажаны белокачанная овощи пророщенную спаржевую огурцы топинамбур патиссоны спассерованные отварной укроп сельдерей свеклу редис пассерованный листакан картофельный
право 	59 	47 	неотчуждаемый полномочие узуфрукт домицилирован правомочие иметь неотъемлемое лицензиар дозволяться возможность законный узуфруктария узурпированное вправе сервитутное виндикацию бесхозяйное сублицензии кадволом обязан привилегия завещаемое легатарий индульта квиритское отчуждаемое полномочны преторское ньешт преимущественное монопольное волеустановленное предоставлялось сособственнику полноправное квиритскому квиритский гарантируемое чиншевое предоставлено неприобретшим подотраслью давностное сеньоральное преждепользования распоряжаться отлагательного
допуск 	44 	33 	интересанту креденциалы интенсионал допускной фотоархиву доступ энергоустановкам спецпропуска архивам файлам пропуск спецдопуска допущен спецпропуск джилларда госэнергонадзора триармовый отщелкиваем совсекретным госсекретам беспрепятственный наисекретнейшим картбланш анулирован зоувскунский квалификационное спецдопуск гостайнам секретоносителем спецхранилищам электроустановкам нелимитированный плюсовый
ребенок 	42 	30 	малыш доносить подросток младенец мальчишка ребёнок родитель взимок аутичный мальчик матери семимесячный кенгуренок взрослый годовалый грудничок дитя мальчуган неродившийся карапуз младенчик сынишка детеныш новорожденный щенок девочка гулит ребеночек котенок шестилетний
раунд 	54 	42 	марсетти овертайм четвертьфинальный роббер полуфиналист литлфу отбоксировал крайк ринге выиграть ратлиф отборочный канцонери матч переигровке поединок двухраундовой заезд квиддичный кубковый иннинг суперигра дартсу холифилд прикнесс вничью месятся межзональный нокаутом чсал дзолы рефери сеанс раундовый проиграть этап геймов куллифорд финалист полуфинальный кинеллы двенадцатираундовый
жизнь 	59 	50 	предолгую недолгую молодость непрожитый судьба инкарнатную всю семью прожить только размеренную затрагиваема жиэнь будущность жизпь проживаемую разве обезьянкиной наладившуюся бродяжнический нежизнь доармейская невозобновима но свою карьеру арсамак жинь беспечальную смерть житуху деятельность отжита скитальческий ришшане ведь никогда жизь сознательную потому прошлая жить жиень безбедная недоулка конечно теперь затворническая юность любовь
джаз 	46 	31 	свинг джазовый бандом диксиленд блюз рок эйсид музыку симфоджаз скиффл бандов регтайм блюграсс бэнды бибоп бэнда саксофона фолк свинговый бэндов рейв бэнд реггей симфо оркестр бэндом джангл криденс панк рэггей рокабилли
море 	38 	31 	тирренское залить тиморское арафурское берингово озеро проливе океан баренцево панареа дарданельским охотское ликерийское берег залив беречь адриатическое сардонийское эгейское балтийское побережье морюшко расснащенные полузамкнутое локоджа штормящее карибское азовское ионическое средиземный тасманово
артефакт 	56 	46 	вералы долея каракодисса кристалл эрустим браслет ситурл арпонис кулон голокрон элатриум орихалкон талисман хандила магический синошур энержик амулет артефактик маг готлон гикорат эльфинит кингслэйер накопитель амшир варрива скантр литориэл медальон дайлорана наритэн сифовского окаянт перстень бескровия инфопакет тетарт освещальник амулетик калиместиара холокрон прибор алдерский крестраж ортенкруот
гарвард 	41 	35 	стэнфордский дартмут йелль кембридж уортонскую стэнфордскую аспирантуру йеле джульярд дартмутский университет ратжерса оберлинский стэндфорд иельский принстоне принстона гарвардский колледж принстонский докторантуру иель принстон йельский плехановский корнельский йеля йель бейллиол массачусетский оксфорд мичиганский корнеллский браунский йейль
одежда 	41 	36 	выстирана накидка футболка сшитая куртка экипировка поносить рубаха одежонка изорвалась заношенная униформа кожаная надеванная ряса пижама спецовка обувь прическа ношеная хламида одежка юбка немаркая постирана обтрепана стирана блузка отстиранная рубашка безрукавка сорочка туника ветровка сряда одежа
правительство 	54 	49 	духовенство тегеранское население обязалось югославское ассиаб октроировало начальство муравиева коалиционное советское оккупационное метаксистское намерено британское проамериканское главнокомандование декретировало марионеточное государство демократическое низложено объявило заседавшее цинское опасавшееся мусаватистское гоминдановское коллаборационистское министерство лейбористское патагвайское торийское вынуждено гоминьдановское руководство гаюма нюрупа адмиралтейство российское уханское североросское земство госкомимущество сегунское ведомство великобританское нанкинское нацменьшинствах
библиотека 	45 	38 	фильмотека нарышкинская лауренциана амброзиана румянцевская фензин библиотечка книгохранилище видеотека картотека сокровищница гостиная гайзела типография лиотека книг книжные бодлианской иницама подсер вайденера кунсткамера библитека читальный лаборатория подсерия маручеллиана спальня ленинка коллекция чертковская галерея томов читальня рукописей лабунца кухня амброзианская
рынок 	40 	28 	рыночный розничный черемушкинский супермаркет деривативов олигополистический привоз биллингсгейт внебиржевой биржу завери оптовый магазин покупателей базар сбыта авторынок барабашовский фондовый черкизовский спрос супермагазин тишинка толкучий промтоварный кинорынок градируются товар
гражданин 	54 	48 	семионский дворянин натурализованный лейтенант подданный хоннерс офицер пимашу зекшен валдас бродягин майор гражданка косопузов следователь господии прокурор господин политзаключенный высокопорядочный пригаршина негражданин законопослушный урдайла антикварщик избушкин посье военнослужащий незнайко товарищ подсудимый эрэнэсэр трансбалкании комиссар райхсгражданин курсап златокольцев пинтан куташвили житель иностранец добропорядочный задержанный безножиков клищук хираал чахмахчян добронамеренный
ассоциация 	47 	43 	объединяющая община академия антиопиумная международная корпорация межправительственная уотертостских наспцн организация противоконокрадная мснс вольфила чартистская антидиффамационная гирудологов рипилеров полукоммерческая институция киноакадемия некоммерческая конфликтологов лига аижп ультраконсервативная кинологическая телерадиовещательных укравиапром аапл гидеонс ассамблея аналогия неправительственная трансгуманистическая консультативная цивитан асмап федерация мапрял всеяпонская маюд фелинологическая межрегиональная
виртуоз 	52 	44 	распропович бандонеонист элиасберг джованнини виртуозный непревзойдённый грануэло револьверщик оркестровщик десятипальцевого симфонист клавесинист музыкант станиловский меломан инструменталист импровизатор флюгельгорне кюндингер мандолинист концертирующий знаток новатор частушечник мастер сомис абдурахманинов полифонист маэстро аранжировщик одареннейший скрипач артист профессионал клавирист балетмейстер звукоподражатель концертант ансамблист сопранист гастролирующий гитараст ватерполист пианист
территория 	55 	50 	демилитаризованная стройплощадка оккупированная столица заселить восточносредиземноморской подмандатная северозападная заселяемая слабозаселенная полупустынная полуостровная редконаселенная необитаемая провинция житница южная брацлавщина ромадинская страна промка лакшадвип югозападная незастроенная бурундии граница субэкваториальная джунгария лесопарковая желтороссия сатрапия малозаселенная акватория мунтения неразведанная аннексирована петрийская малонаселенная стонхемом неосвоенная северозападные лесостепная юрисдикция патрулируемая правобережная зона погранзастава франкоканадцами круссия окраина
джексон 	56 	55 	макбрайд келли томпсон маршалл уэйн хэнк харрис билл уоррен райан митчелл джеймс стивенс джек джонни блейк коул тайлер джордж коллинз джонсон роджерс такер тэйлор смит кларк брайан хантер адамс мэтт джордан говард прайс харрисон билли джо уилсон уильямс тейлор пит купер сэм логан джимми джесси райли фостер эллиот фрэнк дрейк джонс дэвис уэбстер джон уокер
поход 	47 	39 	мальбруг медозеро штурм экспедицию бьаркей крестовый вендильскаги путь велопробег поездку аккению хуглейка эйрарсунде антиохское викингский крестоносицы ифрикийу байдарочный рейд культпоход селектритов антикрестовый вояж саиида прутский круиз дюплинн семнадцатидневный монтанию плавание войском киндерлиндского завоевательный освободительный фейринг путешествие невзятии общемонгольский набег
